plant,pollinator,n,n_inat
Heterotheca sessiliflora,Agapostemon texanus,1,1
Heterotheca sessiliflora,Apis mellifera,1,1
Heterotheca sessiliflora,Heliopetes ericetorum,1,1
Heterotheca sessiliflora,Icaricia acmon,1,1
Heterotheca sessiliflora,Ochlodes sylvanoides,2,2
Heterotheca sessiliflora,Pontia protodice,1,1
Heterotheca sessiliflora,Sceliphron caementarium,1,1
Heterotheca subaxillaris,Acmaeodera pulchella,2,2
Heterotheca subaxillaris,Agapostemon splendens,3,3
Heterotheca subaxillaris,Andrena fulvipennis,1,1
Heterotheca subaxillaris,Apis mellifera,4,4
Heterotheca subaxillaris,Bembix americana,1,1
Heterotheca subaxillaris,Bombus impatiens,5,3
Heterotheca subaxillaris,Bombus pensylvanicus,1,0
Heterotheca subaxillaris,Brephidium exilis,2,2
Heterotheca subaxillaris,Ceratina calcarata,1,1
Heterotheca subaxillaris,Ceratina floridana,2,2
Heterotheca subaxillaris,Colias eurytheme,2,2
Heterotheca subaxillaris,Colletes speculiferus,1,1
Heterotheca subaxillaris,Danaus plexippus,1,1
Heterotheca subaxillaris,Diabrotica undecimpunctata,2,2
Heterotheca subaxillaris,Dieunomia heteropoda,4,4
Heterotheca subaxillaris,Dione vanillae,4,4
Heterotheca subaxillaris,Epeolus carolinus,2,2
Heterotheca subaxillaris,Eristalis arbustorum,1,1
Heterotheca subaxillaris,Eristalis dimidiata,1,1
Heterotheca subaxillaris,Eristalis stipator,2,2
Heterotheca subaxillaris,Eristalis transversa,5,5
Heterotheca subaxillaris,Euptoieta claudia,1,1
Heterotheca subaxillaris,Eurema lisa,1,1
Heterotheca subaxillaris,Exoprosopa fasciata,5,5
Heterotheca subaxillaris,Halictus ligatus,2,2
Heterotheca subaxillaris,Halictus poeyi,1,1
Heterotheca subaxillaris,Hylephila phyleus,2,2
Heterotheca subaxillaris,Junonia coenia,2,2
Heterotheca subaxillaris,Lasioglossum pilosum,1,1
Heterotheca subaxillaris,Lasioglossum vierecki,1,1
Heterotheca subaxillaris,Limenitis archippus,1,1
Heterotheca subaxillaris,Lycaena hypophlaeas,1,1
Heterotheca subaxillaris,Megachile rotundata,2,2
Heterotheca subaxillaris,Melissodes dentiventris,2,2
Heterotheca subaxillaris,Melissodes druriellus,5,5
Heterotheca subaxillaris,Microbembex monodonta,1,1
Heterotheca subaxillaris,Nathalis iole,2,2
Heterotheca subaxillaris,Nomada tiftonensis,1,1
Heterotheca subaxillaris,Panoquina ocola,2,2
Heterotheca subaxillaris,Panoquina panoquin,2,2
Heterotheca subaxillaris,Perdita octomaculata,3,3
Heterotheca subaxillaris,Perdita swenki,17,17
Heterotheca subaxillaris,Phyciodes phaon,1,1
Heterotheca subaxillaris,Phyciodes tharos,2,2
Heterotheca subaxillaris,Pieris rapae,1,1
Heterotheca subaxillaris,Polistes dorsalis,1,1
Heterotheca subaxillaris,Polistes exclamans,1,1
Heterotheca subaxillaris,Polistes major,1,1
Heterotheca subaxillaris,Sceliphron caementarium,2,2
Heterotheca subaxillaris,Schinia nubila,4,4
Heterotheca subaxillaris,Schinia siren,1,1
Heterotheca subaxillaris,Toxomerus geminatus,1,1
Heterotheca subaxillaris,Toxomerus marginatus,1,1
Heterotheca subaxillaris,Triepeolus distinctus,1,1
Heterotheca villosa,Agapostemon splendens,1,1
Heterotheca villosa,Anthidium mormonum,1,0
Heterotheca villosa,Anthophora terminalis,1,0
Heterotheca villosa,Apis mellifera,1,0
Heterotheca villosa,Ashmeadiella bucconis,4,0
Heterotheca villosa,Ashmeadiella cactorum,1,0
Heterotheca villosa,Bombus bifarius,10,0
Heterotheca villosa,Bombus flavifrons,1,0
Heterotheca villosa,Bombus huntii,5,0
Heterotheca villosa,Bombus insularis,2,0
Heterotheca villosa,Bombus mixtus,3,0
Heterotheca villosa,Bombus nevadensis,1,1
Heterotheca villosa,Bombus rufocinctus,10,0
Heterotheca villosa,Bombus sylvicola,1,0
Heterotheca villosa,Bombus vagans,1,0
Heterotheca villosa,Burnsius communis,1,1
Heterotheca villosa,Ceratina dupla,1,1
Heterotheca villosa,Ceratina nanula,18,0
Heterotheca villosa,Ceratina neomexicana,8,0
Heterotheca villosa,Coenonympha california,1,1
Heterotheca villosa,Colias eurytheme,1,1
Heterotheca villosa,Dianthidium subparvum,2,0
Heterotheca villosa,Dianthidium ulkei,2,0
Heterotheca villosa,Eristalis transversa,1,1
Heterotheca villosa,Eupeodes snowi,1,0
Heterotheca villosa,Eupeodes volucris,2,0
Heterotheca villosa,Halictus ligatus,4,2
Heterotheca villosa,Halictus tripartitus,3,0
Heterotheca villosa,Hemipenthes morioides,2,0
Heterotheca villosa,Hemipenthes sinuosus,8,0
Heterotheca villosa,Hoplitis truncata,1,0
Heterotheca villosa,Icaricia lupini,1,1
Heterotheca villosa,Lasioglossum albipenne,2,0
Heterotheca villosa,Lasioglossum pilosum,1,1
Heterotheca villosa,Lasioglossum pruinosum,2,2
Heterotheca villosa,Lycaena hypophlaeas,4,4
Heterotheca villosa,Maricopodynerus rudiceps,1,1
Heterotheca villosa,Megachile apicalis,1,0
Heterotheca villosa,Megachile brevis,1,0
Heterotheca villosa,Melissodes dentiventris,1,1
Heterotheca villosa,Melissodes druriellus,1,1
Heterotheca villosa,Neolarra vigilans,4,4
Heterotheca villosa,Osmia juxta,1,0
Heterotheca villosa,Perdita swenki,10,10
Heterotheca villosa,Polites sabuleti,1,1
Heterotheca villosa,Spilomyia interrupta,1,1
Heterotheca villosa,Strymon melinus,1,1
Heterotheca villosa,Synanthedon bibionipennis,1,1
Heterotheca villosa,Systoechus oreas,2,0
Heterotheca villosa,Triepeolus remigatus,1,1
Heterotheca villosa,Villa alternata,1,0
Heterotheca villosa,Villa lateralis,7,0
Heterotheca villosa,Villa nigropecta,1,0
Heuchera alba,Bombus perplexus,1,1
Heuchera americana,Acontia candefacta,1,0
Heuchera americana,Agrotis ipsilon,1,0
Heuchera americana,Andrena andrenoides,1,0
Heuchera americana,Anoplodera pubera,1,0
Heuchera americana,Apallates coxendix,1,0
Heuchera americana,Apis mellifera,4,4
Heuchera americana,Archilochus colubris,1,1
Heuchera americana,Augochlora pura,2,2
Heuchera americana,Bombus impatiens,3,3
Heuchera americana,Colletes aestivalis,6,6
Heuchera americana,Colletes nudus,1,0
Heuchera americana,Eumenes fraternus,1,0
Heuchera americana,Halictus ligatus,1,0
Heuchera americana,Hemipenthes sinuosus,1,0
Heuchera americana,Hylaeus sparsus,1,0
Heuchera americana,Limenitis archippus,1,0
Heuchera americana,Lispe albitarsis,1,0
Heuchera americana,Nomada cressonii,1,0
Heuchera americana,Osmia atriventris,1,0
Heuchera americana,Pemphredon inornata,1,0
Heuchera americana,Polistes dominula,2,2
Heuchera americana,Sphecodes illinoensis,1,0
Heuchera americana,Sphex ichneumoneus,1,0
Heuchera americana,Tachytes chrysopyga,1,0
Heuchera americana,Tachytes pepticus,1,0
Heuchera americana,Triepeolus lunatus,1,1
Heuchera micrantha,Archilochus colubris,1,1
Heuchera micrantha,Bombus bimaculatus,3,3
Heuchera micrantha,Bombus flavidus,1,0
Heuchera micrantha,Bombus perplexus,8,8
Heuchera parviflora,Bombus centralis,1,0
Heuchera richardsonii,Augochlorella aurata,4,4
Heuchera richardsonii,Bombus affinis,1,1
Heuchera richardsonii,Bombus auricomus,2,2
Heuchera richardsonii,Bombus bimaculatus,1,1
Heuchera richardsonii,Bombus griseocollis,1,1
Heuchera richardsonii,Bombus impatiens,1,1
Heuchera richardsonii,Bombus ternarius,2,2
Heuchera richardsonii,Colletes aestivalis,9,9
Heuchera richardsonii,Colletes andrewsi,12,12
Heuchera sanguinea,Apis mellifera,2,2
Heuchera villosa,Agnorisma badinodis,1,1
Heuchera villosa,Apis mellifera,10,10
Heuchera villosa,Augochlora pura,4,4
Heuchera villosa,Autographa precationis,1,1
Heuchera villosa,Bombus impatiens,16,16
Heuchera villosa,Danaus plexippus,2,2
Heuchera villosa,Eumenes fraternus,2,2
Heuchera villosa,Eusarca confusaria,1,1
Heuchera villosa,Eutrapela clemataria,1,1
Heuchera villosa,Evergestis pallidata,1,1
Heuchera villosa,Feltia herilis,1,1
Heuchera villosa,Halictus confusus,1,1
Heuchera villosa,Horisme intestinata,1,1
Heuchera villosa,Hylaeus modestus,1,1
Heuchera villosa,Hypena scabra,1,1
Heuchera villosa,Lacinipolia renigera,1,1
Heuchera villosa,Lascoria ambigualis,1,1
Heuchera villosa,Monobia quadridens,1,1
Heuchera villosa,Mythimna unipuncta,1,1
Heuchera villosa,Pleuroprucha insulsaria,1,1
Heuchera villosa,Prochoerodes lineola,1,1
Heuchera villosa,Pseudohermonassa bicarnea,1,1
Heuchera villosa,Renia adspergillus,1,1
Heuchera villosa,Spodoptera ornithogalli,1,1
Heuchera villosa,Syritta pipiens,1,1
Heuchera villosa,Tetanolita floridana,1,1
Heuchera villosa,Toxomerus geminatus,3,3
Heuchera villosa,Udea rubigalis,1,1
Heuchera villosa,Xestia smithii,1,1
Hexasepalum teres,Abaeis nicippe,2,2
Hexasepalum teres,Ancyloxypha numitor,1,1
Hexasepalum teres,Anthidiellum perplexum,2,2
Hexasepalum teres,Bombus impatiens,2,1
Hexasepalum teres,Burnsius communis,2,2
Hexasepalum teres,Dione vanillae,1,1
Hexasepalum teres,Erynnis horatius,2,2
Hexasepalum teres,Euptoieta claudia,2,2
Hexasepalum teres,Eurema lisa,7,7
Hexasepalum teres,Hedone vibex,1,1
Hexasepalum teres,Lerema accius,1,1
Hexasepalum teres,Lerodea eufala,1,1
Hexasepalum teres,Lycaena hypophlaeas,2,2
Hexasepalum teres,Melissodes bimaculatus,1,1
Hexasepalum teres,Nathalis iole,2,2
Hexasepalum teres,Panoquina panoquin,1,1
Hexasepalum teres,Phyciodes tharos,1,1
Hexasepalum teres,Pieris rapae,1,1
Hexasepalum teres,Triepeolus obliteratus,1,1
Hibiscus aculeatus,Ptilothrix bombiformis,8,8
Hibiscus coccineus,Archilochus colubris,1,1
Hibiscus coccineus,Camponotus planatus,1,1
Hibiscus coccineus,Papilio glaucus,1,1
Hibiscus coccineus,Phoebis sennae,1,1
Hibiscus denudatus,Acmaeodera latiflava,1,1
Hibiscus denudatus,Apis mellifera,1,1
Hibiscus denudatus,Augochlorella pomoniella,1,1
Hibiscus denudatus,Lytta auriculata,3,3
Hibiscus denudatus,Megandrena enceliae,4,4
Hibiscus denudatus,Solenopsis xyloni,1,1
Hibiscus denudatus,Trichodes ornatus,3,3
Hibiscus laevis,Agrotis ipsilon,1,0
Hibiscus laevis,Andrena andrenoides,1,0
Hibiscus laevis,Andrena carlini,1,0
Hibiscus laevis,Apallates coxendix,1,0
Hibiscus laevis,Atrichopogon fusculus,1,0
Hibiscus laevis,Augochlora pura,1,0
Hibiscus laevis,Augochlorella aurata,1,0
Hibiscus laevis,Augochloropsis metallica,1,0
Hibiscus laevis,Bibio albipennis,1,0
Hibiscus laevis,Bombus bimaculatus,1,1
Hibiscus laevis,Bombus griseocollis,1,0
Hibiscus laevis,Bombus impatiens,1,0
Hibiscus laevis,Bombus pensylvanicus,2,1
Hibiscus laevis,Ceratina calcarata,1,0
Hibiscus laevis,Colletes nudus,1,0
Hibiscus laevis,Copromyza equina,1,0
Hibiscus laevis,Halictus ligatus,1,0
Hibiscus laevis,Hylaeus sparsus,1,0
Hibiscus laevis,Lasioglossum imitatum,1,0
Hibiscus laevis,Megacyllene decora,1,0
Hibiscus laevis,Melissodes bimaculatus,1,1
Hibiscus laevis,Nomada integerrima,1,0
Hibiscus laevis,Osmia atriventris,1,0
Hibiscus laevis,Podabrus brunnicollis,1,0
Hibiscus laevis,Popillia japonica,1,1
Hibiscus laevis,Ptilothrix bombiformis,5,5
Hibiscus laevis,Typocerus lugubris,1,0
Hibiscus martianus,Lerema accius,1,1
Hibiscus moscheutos,Ageniella accepta,1,0
Hibiscus moscheutos,Andrena andrenoides,1,0
Hibiscus moscheutos,Andrena spiraeana,1,0
Hibiscus moscheutos,Apallates coxendix,1,0
Hibiscus moscheutos,Apis mellifera,3,3
Hibiscus moscheutos,Archilochus colubris,1,1
Hibiscus moscheutos,Ashmeadiella bucconis,1,0
Hibiscus moscheutos,Bembix nubilipennis,1,0
Hibiscus moscheutos,Bombus griseocollis,2,2
Hibiscus moscheutos,Bombus impatiens,2,2
Hibiscus moscheutos,Bombus pensylvanicus,2,1
Hibiscus moscheutos,Bombus ternarius,1,0
Hibiscus moscheutos,Brachysomida bivittata,1,0
Hibiscus moscheutos,Calliphora vicina,1,0
Hibiscus moscheutos,Campaea perlata,1,1
Hibiscus moscheutos,Colletes nudus,1,0
Hibiscus moscheutos,Condylostylus patibulatus,1,1
Hibiscus moscheutos,Conotrachelus fissunguis,1,1
Hibiscus moscheutos,Copromyza equina,1,0
Hibiscus moscheutos,Cynomya cadaverina,1,0
Hibiscus moscheutos,Danaus plexippus,1,1
Hibiscus moscheutos,Diabrotica undecimpunctata,1,1
Hibiscus moscheutos,Eustixia pupula,1,1
Hibiscus moscheutos,Florilegus condignus,1,0
Hibiscus moscheutos,Halictus ligatus,1,0
Hibiscus moscheutos,Lerema accius,1,1
Hibiscus moscheutos,Lon zabulon,3,3
Hibiscus moscheutos,Melissodes bimaculatus,2,2
Hibiscus moscheutos,Melitoma taurea,4,4
Hibiscus moscheutos,Metacmaeops vittata,1,0
Hibiscus moscheutos,Peponapis pruinosa,2,2
Hibiscus moscheutos,Phoebis sennae,3,3
Hibiscus moscheutos,Phyciodes tharos,1,1
Hibiscus moscheutos,Poanes viator,2,2
Hibiscus moscheutos,Ptilothrix bombiformis,106,106
Hibiscus moscheutos,Sphecodes illinoensis,1,0
Hibiscus moscheutos,Trichopoda pennipes,1,0
Hibiscus moscheutos,Triepeolus cressonii,1,0
Hibiscus moscheutos,Typocerus velutinus,2,2
Hibiscus moscheutos,Xylocopa virginica,5,5
Hibiscus syriacus,Agapostemon virescens,2,2
Hibiscus syriacus,Amphion floridensis,1,1
Hibiscus syriacus,Apis mellifera,27,27
Hibiscus syriacus,Archilochus colubris,46,46
Hibiscus syriacus,Asterocampa clyton,1,1
Hibiscus syriacus,Atalantycha bilineata,1,1
Hibiscus syriacus,Atrytone delaware,1,1
Hibiscus syriacus,Bombus,13,13
Hibiscus syriacus,Bombus affinis,1,1
Hibiscus syriacus,Bombus auricomus,3,3
Hibiscus syriacus,Bombus bimaculatus,14,5
Hibiscus syriacus,Bombus citrinus,2,2
Hibiscus syriacus,Bombus fervidus,1,1
Hibiscus syriacus,Bombus griseocollis,32,24
Hibiscus syriacus,Bombus impatiens,77,61
Hibiscus syriacus,Bombus melanopygus,1,0
Hibiscus syriacus,Bombus pensylvanicus,14,5
Hibiscus syriacus,Bombus perplexus,2,2
Hibiscus syriacus,Bombus terricola,1,1
Hibiscus syriacus,Calpodes ethlius,1,1
Hibiscus syriacus,Coccinella septempunctata,1,1
Hibiscus syriacus,Coleomegilla maculata,1,1
Hibiscus syriacus,Conotelus obscurus,1,1
Hibiscus syriacus,Danaus plexippus,7,7
Hibiscus syriacus,Diabrotica undecimpunctata,1,1
Hibiscus syriacus,Dolichovespula maculata,1,1
Hibiscus syriacus,Epargyreus clarus,6,6
Hibiscus syriacus,Erioptera septemtrionis,1,1
Hibiscus syriacus,Eupeodes americanus,2,2
Hibiscus syriacus,Hemaris thysbe,1,1
Hibiscus syriacus,Lasius emarginatus,2,2
Hibiscus syriacus,Lerema accius,1,1
Hibiscus syriacus,Lon zabulon,2,2
Hibiscus syriacus,Lycaena hypophlaeas,1,1
Hibiscus syriacus,Megachile sculpturalis,3,3
Hibiscus syriacus,Melissodes bimaculatus,8,8
Hibiscus syriacus,Ocyptamus fuscipennis,1,1
Hibiscus syriacus,Papilio cresphontes,1,1
Hibiscus syriacus,Papilio glaucus,6,6
Hibiscus syriacus,Papilio troilus,2,2
Hibiscus syriacus,Peponapis pruinosa,2,2
Hibiscus syriacus,Philanthus gibbosus,1,1
Hibiscus syriacus,Polistes dominula,1,1
Hibiscus syriacus,Pontia protodice,1,1
Hibiscus syriacus,Popillia japonica,6,6
Hibiscus syriacus,Prenolepis imparis,3,3
Hibiscus syriacus,Ptilothrix bombiformis,12,12
Hibiscus syriacus,Strymon melinus,1,1
Hibiscus syriacus,Xylocopa virginica,36,36
Hibiscus trionum,Agrotis ipsilon,1,0
Hibiscus trionum,Andrena aliciae,1,0
Hibiscus trionum,Andrena andrenoides,1,0
Hibiscus trionum,Apallates coxendix,1,0
Hibiscus trionum,Bombus auricomus,1,1
Hibiscus trionum,Bombylius atriceps,1,0
Hibiscus trionum,Colletes nudus,1,0
Hibiscus trionum,Halictus ligatus,1,0
Hibiscus trionum,Holcopasites heliopsis,1,0
Hibiscus trionum,Sphecodes smilacinae,1,0
Hibiscus trionum,Stizoides renicinctus,1,0
Hieracium albiflorum,Colletes hyalinus,1,0
Hieracium albiflorum,Halictus rubicundus,2,0
Hieracium albiflorum,Hoplitis albifrons,1,0
Hieracium albiflorum,Hoplitis fulgida,1,0
Hieracium albiflorum,Lasioglossum ephialtum,1,0
Hieracium albiflorum,Osmia coloradensis,1,0
Hieracium albiflorum,Osmia pentstemonis,1,0
Hieracium albiflorum,Systoechus oreas,1,0
Hieracium paniculatum,Toxomerus marginatus,1,1
Hieracium scabrum,Halictus ligatus,1,1
Hieracium scouleri,Ashmeadiella cactorum,1,0
Hieracium scouleri,Boloria epithore,1,1
Hieracium scouleri,Bombus bifarius,15,0
Hieracium scouleri,Bombus flavidus,2,0
Hieracium scouleri,Bombus melanopygus,1,0
Hieracium scouleri,Bombus rufocinctus,1,0
Hieracium scouleri,Bombus vosnesenskii,1,0
Hieracium scouleri,Osmia trevoris,1,1
Hieracium scouleri,Vanessa cardui,1,1
Hieracium umbellatum,Bombus bifarius,1,0
Hieracium umbellatum,Bombus borealis,4,3
Hieracium umbellatum,Bombus flavidus,3,0
Hieracium umbellatum,Bombus insularis,1,0
Hieracium umbellatum,Bombus melanopygus,1,0
Hieracium umbellatum,Bombus mixtus,1,0
Hieracium umbellatum,Bombus sitkensis,1,0
Hieracium umbellatum,Bombus vosnesenskii,1,0
Hieracium umbellatum,Colias eurytheme,1,1
Hieracium umbellatum,Colias philodice,2,2
Hieracium umbellatum,Halictus ligatus,1,1
Hieracium umbellatum,Ochlodes sylvanoides,1,1
Hieracium umbellatum,Pieris rapae,1,1
Hieracium umbellatum,Thymelicus lineola,1,1
Hieracium umbellatum,Trichordestra legitima,1,1
Hieracium venosum,Acmaeodera tubulus,2,2
Hieracium venosum,Toxomerus marginatus,2,2
Hirschfeldia incana,Agapostemon texanus,1,1
Hirschfeldia incana,Allograpta obliqua,1,1
Hirschfeldia incana,Andrena prunorum,1,1
Hirschfeldia incana,Anthocharis sara,7,7
Hirschfeldia incana,Apis mellifera,30,30
Hirschfeldia incana,Augochlorella pomoniella,2,0
Hirschfeldia incana,Bombus bifarius,2,0
Hirschfeldia incana,Bombus californicus,4,4
Hirschfeldia incana,Bombus crotchii,1,0
Hirschfeldia incana,Bombus fervidus,4,0
Hirschfeldia incana,Bombus melanopygus,7,6
Hirschfeldia incana,Bombus rufocinctus,4,3
Hirschfeldia incana,Bombus sonorus,1,1
Hirschfeldia incana,Bombus vosnesenskii,3,2
Hirschfeldia incana,Brephidium exilis,10,10
Hirschfeldia incana,Burnsius albezens,1,1
Hirschfeldia incana,Burnsius communis,12,12
Hirschfeldia incana,Ceratina acantha,2,0
Hirschfeldia incana,Ceratina arizonensis,1,1
Hirschfeldia incana,Chlosyne gabbii,1,1
Hirschfeldia incana,Coccinella septempunctata,5,5
Hirschfeldia incana,Coenonympha california,3,3
Hirschfeldia incana,Colias eurytheme,15,15
Hirschfeldia incana,Colias harfordii,1,1
Hirschfeldia incana,Copestylum avidum,2,2
Hirschfeldia incana,Copestylum marginatum,1,1
Hirschfeldia incana,Ctenucha brunnea,1,1
Hirschfeldia incana,Danaus gilippus,1,1
Hirschfeldia incana,Eresia aveyrona,10,10
Hirschfeldia incana,Eristalis arbustorum,1,1
Hirschfeldia incana,Eristalis tenax,1,1
Hirschfeldia incana,Erynnis funeralis,3,3
Hirschfeldia incana,Erynnis tristis,1,1
Hirschfeldia incana,Euchloe ausonides,2,2
Hirschfeldia incana,Eupeodes fumipennis,1,1
Hirschfeldia incana,Eupeodes volucris,1,1
Hirschfeldia incana,Glaucopsyche lygdamus,2,2
Hirschfeldia incana,Halictus farinosus,8,8
Hirschfeldia incana,Halictus tripartitus,3,3
Hirschfeldia incana,Heliopetes ericetorum,1,1
Hirschfeldia incana,Heliothodes diminutiva,1,1
Hirschfeldia incana,Hippodamia convergens,4,4
Hirschfeldia incana,Hoplitis grinnelli,1,1
Hirschfeldia incana,Icaricia acmon,28,28
Hirschfeldia incana,Junonia grisea,2,2
Hirschfeldia incana,Lasioglossum mellipes,1,1
Hirschfeldia incana,Lasioglossum sisymbrii,1,1
Hirschfeldia incana,Leptotes marina,1,1
Hirschfeldia incana,Mitoura gryneus,2,2
Hirschfeldia incana,Nathalis iole,1,1
Hirschfeldia incana,Ochlodes sylvanoides,4,4
Hirschfeldia incana,Papilio zelicaon,2,2
Hirschfeldia incana,Paragus haemorrhous,3,3
Hirschfeldia incana,Phyciodes tharos,1,1
Hirschfeldia incana,Pieris rapae,45,45
Hirschfeldia incana,Platycheirus russatus,1,1
Hirschfeldia incana,Platycheirus trichopus,1,1
Hirschfeldia incana,Polygonia oreas,1,1
Hirschfeldia incana,Pontia beckerii,1,1
Hirschfeldia incana,Pontia protodice,42,42
Hirschfeldia incana,Sphaerophoria contigua,2,2
Hirschfeldia incana,Strymon acadica,2,2
Hirschfeldia incana,Strymon melinus,3,3
Hirschfeldia incana,Strymon sylvinus,9,9
Hirschfeldia incana,Syritta pipiens,2,2
Hirschfeldia incana,Tharsalea gorgon,2,2
Hirschfeldia incana,Tharsalea helloides,1,1
Hirschfeldia incana,Tharsalea xanthoides,1,1
Hirschfeldia incana,Toxomerus marginatus,1,1
Hirschfeldia incana,Vanessa annabella,4,4
Hirschfeldia incana,Vanessa atalanta,1,1
Hirschfeldia incana,Vanessa cardui,5,5
Hirschfeldia incana,Xylocopa tabaniformis,2,2
Hoffmannseggia microphylla,Anthophora urbana,1,1
Hoffmannseggia microphylla,Apis mellifera,4,4
Hoffmannseggia microphylla,Brephidium exilis,1,1
Hoffmannseggia microphylla,Calypte costae,2,2
Hoffmannseggia microphylla,Centris rhodopus,1,1
Hoffmannseggia microphylla,Heliopetes ericetorum,1,1
Hoffmannseggia microphylla,Hemiargus ceraunus,1,1
Hoffmannseggia microphylla,Hippodamia convergens,2,2
Hoffmannseggia microphylla,Leptotes marina,1,1
Hoita strobilina,Centris californica,1,1
Hoita strobilina,Xylocopa tabaniformis,4,4
